mysql> SELECT * FROM MenuPageClean WHERE menu_id NOT IN (SELECT id FROM menuclean);
+-------+---------+-------------+-----------------+-------------+------------+
| id    | menu_id | page_number | image_id        | full_height | full_width |
|  9916 |   15705 |           1 | 476237          |        3488 |       2734 |
|  9917 |   15706 |           2 | 4000011614      |        3874 |       2720 |
|  9918 |   15706 |           1 | 476238          |        3891 |       2713 |
|  9919 |   15707 |           2 | 4000011615      |        2876 |       2119 |
|  9920 |   15707 |           3 | 4000011616      |        2873 |       2139 |
|  9921 |   15707 |           4 | 4000011617      |        2872 |       2100 |
|  9922 |   15707 |           5 | 4000011618      |        2853 |       2079 |
|  9923 |   15707 |           6 | 4000011619      |        2882 |       2282 |
|  9924 |   15707 |           7 | 4000011620      |        2885 |       2007 |
|  9925 |   15707 |           1 | 476239          |        2884 |       2319 |
|  9926 |   15708 |           2 | 4000011622      |        2907 |       2140 |
|  9927 |   15708 |           3 | 4000011623      |        2899 |       2132 |
|  9928 |   15708 |           4 | 4000011624      |        2901 |       2338 |
|  9929 |   15708 |           1 | 476240          |        2893 |       2342 |
|  9930 |   15709 |           2 | 4000011625      |        3218 |       2215 |
|  9931 |   15709 |           3 | 4000011626      |        3164 |       2189 |
|  9932 |   15709 |           4 | 4000011627      |        3198 |       2299 |
|  9933 |   15709 |           1 | 476241          |        3206 |       2389 |
|  9934 |   15710 |           2 | 4000011628      |        2710 |       1848 |
|  9935 |   15710 |           3 | 4000011629      |        2687 |       1868 |
|  9936 |   15710 |           4 | 4000011630      |        2685 |       1867 |
|  9937 |   15710 |           5 | 4000011631      |        2698 |       1889 |
|  9938 |   15710 |           6 | 4000011632      |        2675 |       1833 |
|  9939 |   15710 |           7 | 4000011633      |        2674 |       1841 |
|  9940 |   15710 |           8 | 4000011634      |        2658 |       1875 |
|  9941 |   15710 |           9 | 4000011635      |        2671 |       1829 |
|  9942 |   15710 |          10 | 4000011636      |        2690 |       1882 |
|  9943 |   15710 |          11 | 4000011637      |        2690 |       1815 |
|  9944 |   15710 |          12 | 4000011638      |        2697 |       1873 |
|  9945 |   15710 |          13 | 4000011639      |        2671 |       1819 |
|  9946 |   15710 |          14 | 4000011640      |        2681 |       1864 |
|  9947 |   15710 |          15 | 4000011641      |        2668 |       1844 |
|  9948 |   15710 |          16 | 4000011642      |        2688 |       2043 |
|  9949 |   15710 |           1 | 476242          |        2663 |       2045 |
|  9950 |   15711 |           2 | 4000011643      |        2745 |       2031 |
|  9951 |   15711 |           1 | 476243          |        2733 |       2019 |
|  9952 |   15712 |           2 | 4000011644      |        3296 |       2439 |
|  9953 |   15712 |           1 | 476244          |        3274 |       2459 |
|  9954 |   15713 |           2 | 4000011645      |        3302 |       2600 |
|  9955 |   15713 |           1 | 476245          |        3332 |       2601 |
|  9956 |   15714 |           2 | 4000010966      |        2988 |       2149 |
|  9957 |   15714 |           1 | 468952          |        2982 |       1979 |
|  9958 |   15715 |           2 | 4000010977      |        3056 |       1976 |
|  9959 |   15715 |           1 | 468953          |        3050 |       2004 |
|  9960 |   15716 |           2 | 4000010981      |        2807 |       1788 |
|  9961 |   15716 |           3 | 4000010982      |        2772 |       1715 |
|  9962 |   15716 |           4 | 4000010983      |        2829 |       1839 |
|  9963 |   15716 |           1 | 468957          |        2818 |       1856 |
|  9964 |   15717 |           2 | 4000010988      |        3147 |       2196 |
|  9965 |   15717 |           1 | 468960          |        3129 |       2174 |
|  9966 |   15718 |           2 | 4000010989      |        2631 |       1702 |
|  9967 |   15718 |           1 | 468961          |        2627 |       1715 |
|  9968 |   15719 |           2 | 4000010990      |        2601 |       1701 |
|  9969 |   15719 |           1 | 468962          |        2617 |       1693 |
|  9970 |   15720 |           2 | 4000010994      |        2672 |       1803 |
|  9971 |   15720 |           1 | 468966          |        2634 |       1789 |
|  9972 |   15721 |           2 | 4000010998      |        4003 |       4291 |
|  9973 |   15721 |           1 | 468970          |        4003 |       4284 |
|  9974 |   15722 |           2 | 4000013567      |        2613 |       2734 |
|  9975 |   15722 |           3 | 4000013568      |        2639 |       2773 |
|  9976 |   15722 |           4 | 4000013569      |        2661 |       2631 |
|  9977 |   15722 |           5 | 4000013570      |        2603 |       2740 |
|  9978 |   15722 |           6 | 4000013571      |        2626 |       3014 |
|  9979 |   15722 |           1 | 471341          |        2613 |       2976 |
|  9980 |   15723 |           2 | 4000013573      |        2592 |       1679 |
|  9981 |   15723 |           1 | 471343          |        2600 |       1716 |
|  9982 |   15724 |           2 | 4000013575      |        3095 |       2058 |
|  9983 |   15724 |           3 | 4000013576      |        3091 |       2076 |
|  9984 |   15724 |           4 | 4000013577      |        3073 |       2158 |
|  9985 |   15724 |           1 | 471345          |        3099 |       2165 |
|  9986 |   15725 |           2 | 4000013584      |        2252 |       1372 |
|  9987 |   15725 |           3 | 4000013585      |        2256 |       1384 |
|  9988 |   15725 |           4 | 4000013586      |        2287 |       1488 |
|  9989 |   15725 |           1 | 471354          |        2279 |       1486 |
|  9990 |   15726 |           2 | 4000013588      |        3497 |       2276 |
|  9991 |   15726 |           1 | 471356          |        3520 |       2310 |
|  9992 |   15727 |           2 | 4000013589      |        3228 |       2497 |
|  9993 |   15727 |           3 | 4000013590      |        3241 |       2519 |
|  9994 |   15727 |           4 | 4000013591      |        3209 |       2490 |
|  9995 |   15727 |           5 | 4000013592      |        3217 |       2502 |
|  9996 |   15727 |           6 | 4000013593      |        3224 |       2419 |
|  9997 |   15727 |           7 | 4000013594      |        3215 |       2386 |
|  9998 |   15727 |           8 | 4000013595      |        3203 |       2605 |
|  9999 |   15727 |           1 | 471357          |        3219 |       2596 |
| 10000 |   15728 |           2 | 4000013597      |        3412 |       2269 |
| 10001 |   15728 |           1 | 471359          |        3401 |       2269 |
| 10002 |   15729 |           2 | 4000013841      |        3090 |       2199 |
| 10003 |   15729 |           1 | 471539          |        3086 |       2221 |
| 10004 |   15730 |           2 | 4000013846      |        2863 |       2286 |
| 10005 |   15730 |           1 | 471544          |        2867 |       2295 |
| 10006 |   15731 |           2 | 4000013847      |        2880 |       2253 |
| 10007 |   15731 |           1 | 471545          |        2865 |       2287 |
| 10008 |   15732 |           2 | 4000013848      |        2592 |       1826 |
| 10009 |   15732 |           3 | 4000013849      |        2556 |       1870 |
| 10010 |   15732 |           4 | 4000013850      |        2585 |       1977 |
| 10011 |   15732 |           1 | 471546          |        2599 |       1984 |
| 10012 |   15733 |           2 | 4000013851      |        2597 |       1693 |
| 10013 |   15733 |           1 | 471547          |        2583 |       1680 |
| 10014 |   15734 |           2 | 4000011646      |        3301 |       2635 |
| 10015 |   15734 |           3 | 4000011647      |        3224 |       1370 |
| 10016 |   15734 |           1 | 476246          |        3279 |       1442 |
| 10017 |   15735 |           2 | 4000011648      |        2944 |       2700 |
| 10018 |   15735 |           1 | 476247          |        2958 |       2759 |
| 10019 |   15736 |           2 | 4000011649      |        1930 |       1280 |
| 10020 |   15736 |           3 | 4000011650      |        1854 |       1222 |
| 10021 |   15736 |           4 | 4000011651      |        2075 |       1255 |
| 10022 |   15736 |           1 | 476248          |        2018 |       1221 |
| 10023 |   15737 |           2 | 4000011652      |        3327 |       2312 |
| 10024 |   15737 |           1 | 476249          |        3293 |       2252 |
| 10025 |   15738 |           2 | 4000011653      |        3206 |       2160 |
| 10026 |   15738 |           3 | 4000011654      |        3192 |       2137 |
| 10027 |   15738 |           4 | 4000011655      |        3207 |       2239 |
| 10028 |   15738 |           1 | 476250          |        3213 |       2331 |
| 10029 |   15739 |           2 | 4000011656      |        3218 |       2198 |
| 10030 |   15739 |           1 | 476251          |        3404 |       2353 |
| 10031 |   15740 |           2 | 4000011657      |        3762 |       2398 |
| 10032 |   15740 |           3 | 4000011658      |        3736 |       2389 |
| 10033 |   15740 |           4 | 4000011659      |        3745 |       2458 |
| 10034 |   15740 |           1 | 476252          |        3748 |       2450 |
| 10035 |   15741 |           2 | 4000011660      |        3163 |       2066 |
| 10036 |   15741 |           1 | 476253          |        3186 |       2003 |
| 10037 |   15742 |           2 | 4000011661      |        3717 |       2529 |
| 10038 |   15742 |           1 | 476254          |        3730 |       2526 |
| 10039 |   15743 |           2 | 4000011662      |        2949 |       1672 |
| 10040 |   15743 |           1 | 476255          |        2945 |       1628 |
| 10041 |   15744 |           2 | 4000011663      |        3246 |       1960 |
| 10042 |   15744 |           1 | 476256          |        3271 |       1916 |
| 10043 |   15745 |           2 | 4000011664      |        2988 |       2119 |
| 10044 |   15745 |           3 | 4000011665      |        3026 |       2097 |
| 10045 |   15745 |           4 | 4000011666      |        2992 |       2282 |
| 10046 |   15745 |           1 | 476257          |        3044 |       2283 |
| 10047 |   15746 |           2 | 4000011667      |        2833 |       2261 |
| 10048 |   15746 |           1 | 476258          |        2831 |       2450 |
| 10049 |   15747 |           2 | 4000011668      |        2192 |       1409 |
| 10050 |   15747 |           1 | 476259          |        2217 |       1396 |
| 10051 |   15748 |           2 | 4000011669      |        2936 |       2247 |
| 10052 |   15748 |           1 | 476260          |        2912 |       2223 |
| 10053 |   15749 |           2 | 4000011670      |        2789 |       2074 |
| 10054 |   15749 |           1 | 476261          |        2747 |       2076 |
| 10055 |   15750 |           2 | 4000011671      |        2252 |       2802 |
| 10056 |   15750 |           3 | 4000011672      |        2235 |       2781 |
| 10057 |   15750 |           4 | 4000011673      |        2259 |       2841 |
| 10058 |   15750 |           5 | 4000011674      |        2257 |       2793 |
| 10059 |   15750 |           6 | 4000011675      |        2285 |       2776 |
| 10060 |   15750 |           7 | 4000011676      |        2226 |       2812 |
| 10061 |   15750 |           8 | 4000011677      |        2229 |       3456 |
| 10062 |   15750 |           1 | 476262          |        2228 |       3231 |
| 10063 |   15751 |           2 | 4000011678      |        2729 |       2420 |
| 10064 |   15751 |           1 | 476263          |        2746 |       2377 |
| 10065 |   15752 |           2 | 4000011679      |        3800 |       2307 |
| 10066 |   15752 |           1 | 476264          |        3822 |       2325 |
| 10067 |   15753 |           2 | 4000011680      |        3826 |       2325 |
| 10068 |   15753 |           1 | 476265          |        3809 |       2308 |
| 10069 |   15754 |           2 | 4000011681      |        3151 |       1869 |
| 10070 |   15754 |           1 | 476266          |        3185 |       1869 |
| 10071 |   15755 |           2 | 4000011682      |        2553 |       1594 |
| 10072 |   15755 |           1 | 476267          |        2562 |       1607 |
| 10073 |   15756 |           2 | 4000013381      |        3353 |       2329 |
| 10074 |   15756 |           1 | 471194          |        3347 |       2317 |
| 10075 |   15757 |           2 | 4000013382      |        3085 |       2062 |
| 10076 |   15757 |           3 | 4000013383      |        3068 |       2126 |
| 10077 |   15757 |           4 | 4000013384      |        3095 |       2192 |
| 10078 |   15757 |           1 | 471195          |        3121 |       2251 |
| 10079 |   15758 |           2 | 4000013385      |        2906 |       1706 |
| 10080 |   15758 |           3 | 4000013386      |        2910 |       1706 |
| 10081 |   15758 |           4 | 4000013387      |        2876 |       1693 |
| 10082 |   15758 |           5 | 4000013388      |        2910 |       1710 |
| 10083 |   15758 |           6 | 4000013389      |        2893 |       2205 |
| 10084 |   15758 |           1 | 471196          |        2890 |       2237 |
| 10085 |   15759 |           2 | 4000013390      |        2604 |       1298 |
| 10086 |   15759 |           3 | 4000013391      |        2614 |       1332 |
| 10087 |   15759 |           4 | 4000013392      |        2587 |       1392 |
| 10088 |   15759 |           1 | 471197          |        2622 |       1405 |
| 10089 |   15760 |           2 | 4000013393      |        2846 |       2165 |
| 10090 |   15760 |           3 | 4000013394      |        2812 |       2198 |
| 10091 |   15760 |           4 | 4000013395      |        2857 |       2279 |
| 10092 |   15760 |           1 | 471198          |        2859 |       2264 |
| 10093 |   15761 |           2 | 4000013396      |        2764 |       2265 |
| 10094 |   15761 |           1 | 471199          |        2796 |       2309 |
| 10095 |   15762 |           2 | 4000013397      |        4616 |       2488 |
| 10096 |   15762 |           1 | 471200          |        4649 |       2402 |
| 10097 |   15763 |           2 | 4000013398      |        4592 |       2395 |
| 10098 |   15763 |           1 | 471201          |        4593 |       2455 |
| 10099 |   15764 |           2 | 4000013399      |        4640 |       3068 |
| 10100 |   15764 |           3 | 4000013400      |        4604 |       3014 |
| 10101 |   15764 |           4 | 4000013401      |        4688 |       3032 |
| 10102 |   15764 |           1 | 471202          |        4586 |       2996 |
| 10103 |   15765 |           2 | 4000013402      |        4621 |       2367 |
| 10104 |   15765 |           1 | 471203          |        4637 |       2406 |
| 10105 |   15766 |           2 | 4000013403      |        4622 |       3026 |
| 10106 |   15766 |           3 | 4000013404      |        4610 |       2978 |
| 10107 |   15766 |           4 | 4000013405      |        4652 |       3026 |
| 10108 |   15766 |           1 | 471204          |        4652 |       3014 |
| 10109 |   15767 |           2 | 4000013406      |        3902 |       2418 |
| 10110 |   15767 |           3 | 4000013407      |        3882 |       2437 |
| 10111 |   15767 |           4 | 4000013408      |        3922 |       2507 |
| 10112 |   15767 |           1 | 471205          |        3928 |       2523 |
| 10113 |   15768 |           2 | 4000013409      |        3802 |       2270 |
| 10114 |   15768 |           1 | 471206          |        3801 |       2265 |
| 10115 |   15769 |           2 | 4000013410      |        2807 |       1705 |
| 10116 |   15769 |           1 | 471207          |        2787 |       1728 |
| 10117 |   15770 |           2 | 4000013598      |        3248 |       2284 |
| 10118 |   15770 |           1 | 471360          |        3291 |       2308 |
| 10119 |   15771 |           2 | 4000013599      |        3409 |       2265 |
| 10120 |   15771 |           1 | 471361          |        3352 |       2229 |
| 10121 |   15772 |           2 | 4000013600      |        3407 |       2312 |
| 10122 |   15772 |           1 | 471362          |        3377 |       2251 |
| 10123 |   15773 |           2 | 4000013601      |        3087 |       2101 |
| 10124 |   15773 |           3 | 4000013602      |        3094 |       2129 |
| 10125 |   15773 |           4 | 4000013603      |        3080 |       2211 |
| 10126 |   15773 |           1 | 471363          |        3108 |       2211 |
| 10127 |   15774 |           2 | 4000013604      |        3374 |       2276 |
| 10128 |   15774 |           1 | 471364          |        3362 |       2274 |
| 10129 |   15775 |           2 | 4000013606      |        2902 |       2321 |
| 10130 |   15775 |           1 | 471366          |        2909 |       2312 |
| 10131 |   15776 |           2 | 4000013607      |        2875 |       2287 |
| 10132 |   15776 |           1 | 471367          |        2891 |       2278 |
| 10133 |   15777 |           2 | 4000013608      |        3108 |       2214 |
| 10134 |   15777 |           1 | 471368          |        3099 |       2230 |
| 10135 |   15778 |           2 | 4000013609      |        3477 |       2268 |
| 10136 |   15778 |           1 | 471369          |        3515 |       2312 |
| 10137 |   15779 |           2 | 4000013611      |        3369 |       2333 |
| 10138 |   15779 |           1 | 471371          |        3370 |       2265 |
| 10139 |   15780 |           2 | 4000013612      |        3367 |       2272 |
| 10140 |   15780 |           1 | 471372          |        3383 |       2270 |
| 10141 |   15781 |           2 | 4000013613      |        3370 |       2273 |
| 10142 |   15781 |           1 | 471373          |        3362 |       2277 |
| 10143 |   15782 |           2 | 4000013614      |        3362 |       2278 |
| 10144 |   15782 |           1 | 471374          |        3394 |       2262 |
| 10145 |   15783 |           2 | 4000013615      |        3089 |       2111 |
| 10146 |   15783 |           3 | 4000013616      |        3056 |       2101 |
| 10147 |   15783 |           4 | 4000013617      |        3116 |       2236 |
| 10148 |   15783 |           1 | 471375          |        3117 |       2222 |
| 10149 |   15784 |           2 | 4000013618      |        3332 |       2287 |
| 10150 |   15784 |           1 | 471376          |        3336 |       2276 |
| 10151 |   15785 |           2 | 4000013619      |        3124 |       2239 |
| 10152 |   15785 |           1 | 471377          |        3090 |       2233 |
| 10153 |   15786 |           2 | 4000010188      |        3554 |       2119 |
| 10154 |   15786 |           1 | 468409          |        3544 |       2146 |
| 10155 |   15787 |           2 | 4000010189      |        2970 |       1782 |
| 10156 |   15787 |           1 | 468410          |        2962 |       1762 |
| 10157 |   15788 |           2 | 4000010190      |        2882 |       2158 |
| 10158 |   15788 |           3 | 4000010191      |        2901 |       2196 |
| 10159 |   15788 |           4 | 4000010192      |        2887 |       2293 |
| 10160 |   15788 |           1 | 468411          |        2924 |       2289 |
| 10161 |   15789 |           2 | 4000010194      |        3326 |       2960 |
| 10162 |   15789 |           1 | 468413          |        3315 |       2785 |
| 10166 |   15791 |           2 | 4000010197      |        3701 |       2967 |
| 10167 |   15791 |           1 | 468415          |        3713 |       2997 |
| 10168 |   15792 |           2 | 4000010198      |        3307 |       2097 |
| 10169 |   15792 |           1 | 468416          |        3290 |       2119 |
| 10170 |   15793 |           2 | 4000010199      |        3076 |       1899 |
| 10171 |   15793 |           1 | 468417          |        3083 |       1908 |
| 10172 |   15794 |           2 | 4000010200      |        3158 |       1734 |
| 10173 |   15794 |           1 | 468418          |        3131 |       1722 |
| 10174 |   15795 |           2 | 4000010201      |        2784 |       1921 |
| 10175 |   15795 |           1 | 468419          |        2792 |       1939 |
| 10176 |   15796 |           2 | 4000010202      |        1665 |       2938 |
| 10177 |   15796 |           1 | 468420          |        1641 |       2889 |
| 10178 |   15797 |           2 | 4000010208      |        2780 |       1932 |
| 10179 |   15797 |           1 | 468424          |        2788 |       1932 |
| 10180 |   15798 |           2 | 4000010209      |        2790 |       1914 |
| 10181 |   15798 |           1 | 468425          |        2766 |       1917 |
| 10182 |   15799 |           2 | 4000010215      |        2626 |       2096 |
| 10183 |   15799 |           3 | 4000010216      |        2608 |       2083 |
| 10184 |   15799 |           4 | 4000010217      |        2605 |       2187 |
| 10185 |   15799 |           1 | 468429          |        2602 |       2192 |
| 10186 |   15800 |           2 | 4000010223      |        2914 |       2092 |
| 10187 |   15800 |           1 | 468433          |        2900 |       2102 |
| 10188 |   15801 |           2 | 4000010224      |        2994 |       2276 |
| 10189 |   15801 |           1 | 468434          |        3013 |       2285 |
| 10190 |   15802 |           2 | 4000010229      |        3610 |       2820 |
| 10191 |   15802 |           1 | 468441          |        3632 |       2828 |
| 10192 |   15803 |           2 | 4000010230      |        2929 |       1808 |
| 10193 |   15803 |           1 | 468442          |        2915 |       1800 |
| 10194 |   15804 |           2 | 4000010232      |        2939 |       1821 |
| 10195 |   15804 |           1 | 468444          |        2914 |       1820 |
| 10196 |   15805 |           2 | 4000010233      |        3301 |       1668 |
| 10197 |   15805 |           3 | 4000010234      |        3301 |       1710 |
| 10198 |   15805 |           4 | 4000010235      |        3302 |       1667 |
| 10199 |   15805 |           5 | 4000010236      |        3301 |       1706 |
| 10200 |   15805 |           6 | 4000010237      |        3247 |       1652 |
| 10201 |   15805 |           7 | 4000010238      |        3301 |       1697 |
| 10202 |   15805 |           8 | 4000010239      |        3272 |       1680 |
| 10203 |   15805 |           9 | 4000010240      |        3286 |       1685 |
| 10204 |   15805 |          10 | 4000010241      |        3309 |       1686 |
| 10205 |   15805 |          11 | 4000010242      |        3278 |       1668 |
| 10206 |   15805 |          12 | 4000010243      |        3289 |       1680 |
| 10207 |   15805 |          13 | 4000010244      |        3297 |       1654 |
| 10208 |   15805 |          14 | 4000010245      |        3287 |       1680 |
| 10209 |   15805 |          15 | 4000010246      |        3297 |       1676 |
| 10210 |   15805 |          16 | 4000010247      |        3292 |       1796 |
| 10211 |   15805 |           1 | 468445          |        3293 |       1785 |
| 10212 |   15806 |           2 | 4000010248      |        2904 |       2123 |
| 10213 |   15806 |           1 | 468446          |        2926 |       2110 |
| 10214 |   15807 |           2 | 4000010249      |        3313 |       2110 |
| 10215 |   15807 |           1 | 468447          |        3313 |       2110 |
| 10216 |   15808 |           2 | 4000013866      |        3043 |       2084 |
| 10217 |   15808 |           1 | 471564          |        3041 |       2072 |
| 10218 |   15809 |           2 | 4000013869      |        2936 |       2299 |
| 10219 |   15809 |           1 | 471567          |        2949 |       2316 |
| 10220 |   15810 |           2 | 4000013870      |        2906 |       2277 |
| 10221 |   15810 |           1 | 471568          |        2919 |       2304 |
| 10222 |   15811 |           2 | 4000013872      |        3108 |       2006 |
| 10223 |   15811 |           3 | 4000013873      |        3094 |       1988 |
| 10224 |   15811 |           4 | 4000013874      |        3073 |       2149 |
| 10225 |   15811 |           1 | 471570          |        3081 |       2125 |
| 10226 |   15812 |           2 | 4000013879      |        2356 |       1576 |
| 10227 |   15812 |           3 | 4000013880      |        2330 |       1561 |
| 10228 |   15812 |           4 | 4000013881      |        2343 |       1676 |
| 10229 |   15812 |           1 | 471575          |        2355 |       1677 |
| 10230 |   15813 |           2 | 4000013882      |        2837 |       2132 |
| 10231 |   15813 |           1 | 471576          |        2819 |       2058 |
| 10232 |   15814 |           2 | 4000013888      |        3160 |       2188 |
| 10233 |   15814 |           1 | 471582          |        3177 |       2247 |
| 10234 |   15815 |           2 | 4000010495      |        2952 |       1892 |
| 10235 |   15815 |           1 | 468632          |        2972 |       1895 |
| 10236 |   15816 |           2 | 4000010498      |        2436 |       1452 |
| 10237 |   15816 |           1 | 468635          |        2483 |       1482 |
| 10238 |   15817 |           2 | 4000010499      |        3247 |       2247 |
| 10239 |   15817 |           1 | 468636          |        3246 |       2239 |
| 10240 |   15818 |           2 | 4000010500      |        3236 |       2226 |
| 10241 |   15818 |           1 | 468637          |        3246 |       2230 |
| 10242 |   15819 |           2 | 4000010502      |        3327 |       2103 |
| 10243 |   15819 |           1 | 468638          |        3309 |       2104 |
| 10244 |   15820 |           2 | 4000010503      |        2768 |       3805 |
| 10245 |   15820 |           3 | 4000010504      |        2787 |       1979 |
| 10246 |   15820 |           1 | 468639          |        2803 |       1947 |
| 10247 |   15821 |           2 | 4000010505      |        2832 |       2011 |
| 10248 |   15821 |           3 | 4000010506      |        2832 |       2006 |
| 10249 |   15821 |           4 | 4000010507      |        2828 |       2135 |
| 10250 |   15821 |           1 | 468640          |        2820 |       2084 |
| 10251 |   15822 |           2 | 4000010509      |        3147 |       2304 |
| 10252 |   15822 |           1 | 468642          |        3143 |       2286 |
| 10253 |   15823 |           2 | 4000010510      |        3457 |       1701 |
| 10254 |   15823 |           1 | 468643          |        3430 |       1663 |
| 10257 |   15825 |           2 | 4000014148      |        1924 |       1309 |
| 10258 |   15825 |           3 | 4000014149      |        1895 |       1315 |
| 10259 |   15825 |           4 | 4000014150      |        1964 |       1422 |
| 10260 |   15825 |           1 | 471748          |        1934 |       1405 |
| 10261 |   15826 |           2 | 4000014158      |        2729 |       1723 |
| 10262 |   15826 |           3 | 4000014159      |        2703 |       1752 |
| 10263 |   15826 |           4 | 4000014160      |        2732 |       1863 |
| 10264 |   15826 |           1 | 471754          |        2734 |       1843 |
| 10265 |   15827 |           2 | 4000014161      |        2927 |       2321 |
| 10266 |   15827 |           1 | 471755          |        2900 |       2291 |
| 10267 |   15828 |           2 | 4000014162      |        3548 |       2329 |
| 10268 |   15828 |           1 | 471756          |        3535 |       2323 |
| 10269 |   15829 |           2 | 4000014163      |        2943 |       1913 |
| 10270 |   15829 |           1 | 471757          |        2914 |       1908 |
| 10271 |   15830 |           2 | 4000014164      |        3454 |       2308 |
| 10272 |   15830 |           1 | 471758          |        3435 |       2291 |
| 10273 |   15831 |           2 | 4000014165      |        3099 |       2122 |
| 10274 |   15831 |           3 | 4000014166      |        3129 |       2127 |
| 10275 |   15831 |           4 | 4000014167      |        3116 |       2233 |
| 10276 |   15831 |           1 | 471759          |        3112 |       2201 |
| 10281 |   15833 |           2 | 4000013418      |        3378 |       2303 |
| 10282 |   15833 |           1 | 471213          |        3381 |       2271 |
| 10283 |   15834 |           2 | 4000013419      |        3401 |       2282 |
| 10284 |   15834 |           1 | 471214          |        3390 |       2263 |
| 10285 |   15835 |           2 | 4000013424      |        4720 |       2856 |
| 10286 |   15835 |           3 | 4000013425      |        4707 |       2884 |
| 10287 |   15835 |           4 | 4000013426      |        4653 |       3000 |
| 10288 |   15835 |           1 | 471219          |        4724 |       3033 |
| 10293 |   15837 |           2 | 4000013430      |        3075 |       2193 |
| 10294 |   15837 |           1 | 471221          |        3111 |       2216 |
| 10299 |   15839 |           2 | 4000013434      |        3335 |       2284 |
| 10300 |   15839 |           1 | 471224          |        3361 |       2278 |
| 10301 |   15840 |           2 | 4000009918      |        2733 |       2029 |
| 10302 |   15840 |           1 | 468232          |        2798 |       2032 |
| 10303 |   15841 |           2 | 4000009919      |        3304 |       2198 |
| 10304 |   15841 |           1 | 468234          |        3291 |       2209 |
| 10305 |   15842 |           2 | 4000009920      |        2719 |       2343 |
| 10306 |   15842 |           1 | 468235          |        2732 |       2333 |
| 10307 |   15843 |           2 | 4000009921      |        3054 |       1885 |
| 10308 |   15843 |           3 | 4000009922      |        3068 |       2008 |
| 10309 |   15843 |           4 | 4000009923      |        3031 |       2132 |
| 10310 |   15843 |           1 | 468236          |        3106 |       2179 |
| 10311 |   15844 |           2 | 4000009924      |        3335 |       2316 |
| 10312 |   15844 |           1 | 468237          |        3336 |       2338 |
| 10313 |   15845 |           2 | 4000009925      |        2338 |       1580 |
| 10314 |   15845 |           1 | 468238          |        2325 |       1547 |
| 10315 |   15846 |           2 | 4000009926      |        2661 |       1968 |
| 10316 |   15846 |           1 | 468239          |        2646 |       1968 |
| 10317 |   15847 |           2 | 4000009930      |        3039 |       1865 |
| 10318 |   15847 |           3 | 4000009931      |        3214 |       1828 |
| 10319 |   15847 |           4 | 4000009932      |        3366 |       1886 |
| 10320 |   15847 |           1 | 468241          |        3353 |       1846 |
| 10329 |   15849 |           2 | 4000009952      |        3546 |       2326 |
| 10330 |   15849 |           1 | 468253          |        3536 |       2356 |
| 10331 |   15850 |           2 | 4000009953      |        3559 |       2255 |
| 10332 |   15850 |           3 | 4000009954      |        3550 |       2235 |
| 10333 |   15850 |           4 | 4000009955      |        3546 |       2330 |
| 10334 |   15850 |           1 | 468254          |        3529 |       2318 |
| 10335 |   15851 |           2 | 4000009956      |        2697 |       1943 |
| 10336 |   15851 |           3 | 4000009957      |        2698 |       1915 |
| 10337 |   15851 |           4 | 4000009958      |        2738 |       2070 |
| 10338 |   15851 |           1 | 468255          |        2678 |       2020 |
| 10339 |   15852 |           2 | 4000010250      |        2522 |       1937 |
| 10340 |   15852 |           3 | 4000010251      |        2501 |       1954 |
| 10341 |   15852 |           4 | 4000010252      |        2515 |       2067 |
| 10342 |   15852 |           1 | 468448          |        2527 |       2065 |
| 10343 |   15853 |           2 | 4000010253      |        2619 |       1829 |
| 10344 |   15853 |           3 | 4000010254      |        2573 |       1843 |
| 10345 |   15853 |           4 | 4000010255      |        2582 |       1946 |
| 10346 |   15853 |           1 | 468449          |        2561 |       1947 |
| 10347 |   15854 |           2 | 4000010256      |        2882 |       2150 |
| 10348 |   15854 |           3 | 4000010257      |        2867 |       2158 |
| 10349 |   15854 |           4 | 4000010258      |        2915 |       2300 |
| 10350 |   15854 |           1 | 468450          |        2873 |       2286 |
| 10351 |   15855 |           2 | 4000010259      |        3314 |       1931 |
| 10352 |   15855 |           1 | 468451          |        3313 |       1943 |
| 10353 |   15856 |           2 | 4000010260      |        2991 |       1913 |
| 10354 |   15856 |           1 | 468452          |        3022 |       1934 |
| 10371 |   15858 |           2 | 4000010276      |        2317 |       1349 |
| 10372 |   15858 |           3 | 4000010277      |        2290 |       1330 |
| 10373 |   15858 |           4 | 4000010278      |        2333 |       1454 |
| 10374 |   15858 |           1 | 468454          |        2303 |       1429 |
| 10375 |   15859 |           2 | 4000010279      |        2949 |       2286 |
| 10376 |   15859 |           1 | 468455          |        2961 |       2311 |
| 10377 |   15860 |           2 | 4000010281      |        3302 |       2187 |
| 10378 |   15860 |           3 | 4000010282      |        3302 |       2201 |
| 10379 |   15860 |           4 | 4000010283      |        3331 |       2303 |
| 10380 |   15860 |           1 | 468457          |        3335 |       2336 |
| 10381 |   15861 |           2 | 4000010284      |        3847 |       1538 |
| 10382 |   15861 |           1 | 468458          |        3851 |       1535 |
| 10383 |   15862 |           2 | 4000010285      |        3315 |       1930 |
| 10384 |   15862 |           1 | 468459          |        3297 |       1933 |
| 10391 |   15865 |           2 | 4000010290      |        4566 |       2785 |
| 10392 |   15865 |           3 | 4000010291      |        4524 |       2783 |
