"id","menu_id","page_number","image_id","full_height","full_width"
"22785","20301","1","468577","3507","2299"
"22786","20302","2","4000010439","3525","2325"
"22787","20302","1","468578","3525","2325"
"22788","20303","2","4000010440","3228","2260"
"22789","20303","1","468579","3216","2247"
"22790","20304","2","4000010447","3309","2104"
"22791","20304","1","468584","3327","2110"
"22792","20305","2","4000010448","3061","1968"
"22793","20305","1","468585","3043","1968"
"22794","20306","2","4000010449","3257","2262"
"22795","20306","1","468586","3245","2270"
"22796","20307","2","4000010450","3043","1960"
"22797","20307","1","468587","3054","1952"
"22798","20308","2","4000010451","3031","2119"
"22799","20308","1","468588","3048","2114"
"22800","20309","2","4000010454","3071","2112"
"22801","20309","1","468591","3025","2101"
"22802","20310","2","4000010455","3052","1946"
"22803","20310","1","468592","3031","1934"
"22804","20311","2","4000010456","3043","2097"
"22805","20311","1","468593","3050","2105"
"22806","20312","2","4000010460","3043","1934"
"22807","20312","1","468601","3030","1943"
"22808","20313","2","4000010461","3038","2101"
"22809","20313","1","468602","3015","2097"
"22810","20314","2","4000010463","3031","1951"
"22811","20314","1","468604","3052","1973"
"22812","20315","2","4000010466","3512","2304"
"22813","20315","1","468607","3503","2312"
"22814","20316","2","4000010577","2863","1995"
"22815","20316","1","468699","2868","1988"
"22816","20317","2","4000010579","3259","2290"
"22817","20317","1","468701","3254","2297"
"22818","20318","2","4000010580","3237","2325"
"22819","20318","1","468702","3246","2282"
"22820","20319","2","4000010582","4055","4399"
"22821","20319","1","468704","4054","4376"
"22822","20320","2","4000010583","2865","1889"
"22823","20320","1","468705","2859","1912"
"22824","20321","2","4000010584","2882","1870"
"22825","20321","1","468706","2897","1953"
"22826","20322","2","4000010950","3249","2658"
"22827","20322","1","468940","3240","2658"
"22828","20323","2","4000010951","3225","2639"
"22829","20323","1","468941","3276","2642"
"22830","20324","2","4000010952","3246","2635"
"22831","20324","1","468942","3241","2652"
"22832","20325","2","4000010953","3235","2260"
"22833","20325","1","468943","3236","2260"
"22834","20326","2","4000010954","3221","2280"
"22835","20326","1","468944","3201","2278"
"22836","20327","2","4000010955","4013","4292"
"22837","20327","1","468945","3996","4262"
"22838","20328","2","4000010961","3219","2287"
"22839","20328","1","468947","3254","2286"
"22840","20329","2","4000010962","3221","2253"
"22841","20329","1","468948","3242","2270"
"22842","20330","2","4000010963","3994","4292"
"22843","20330","1","468949","3977","4293"
"22844","20331","2","4000010964","3244","2619"
"22845","20331","1","468950","3232","2625"
"22846","20332","2","4000010965","3255","2638"
"22847","20332","1","468951","3235","2656"
"22848","20333","2","4000010978","3237","2286"
"22849","20333","1","468954","3254","2273"
"22850","20334","2","4000010979","3220","2269"
"22851","20334","1","468955","3239","2277"
"22852","20335","2","4000010980","3998","4268"
"22853","20335","1","468956","4007","4283"
"22854","20336","2","4000010984","3265","2642"
"22855","20336","1","468958","3252","2599"
"22856","20337","2","4000010987","3252","2616"
"22857","20337","1","468959","3237","2631"
"22858","20338","2","4000011228","3275","2660"
"22859","20338","1","475969","3241","2647"
"22860","20339","2","4000011438","3534","2316"
"22861","20339","1","476144","3523","2306"
"22862","20340","2","4000011439","3548","2320"
"22863","20340","1","476145","3551","2309"
"22864","20341","2","4000011445","3259","2626"
"22865","20341","1","476149","3249","2645"
"22866","20342","2","4000011446","3243","2621"
"22867","20342","1","476153","3237","2617"
"22868","20343","2","4000011449","3244","2634"
"22869","20343","1","476155","3249","2611"
"22870","20344","2","4000011450","3241","2657"
"22871","20344","1","476156","3237","2617"
"22872","20345","2","4000011467","3147","2145"
"22873","20345","1","476169","3159","2136"
"22874","20346","2","4000011472","3361","2106"
"22875","20346","1","476171","3340","2080"
"22876","20347","2","4000011473","3121","2114"
"22877","20347","1","476172","3125","2119"
"22878","20348","2","4000011474","3736","1494"
"22879","20348","1","476173","3719","1500"
"22880","20349","2","4000011475","2415","1370"
"22881","20349","3","4000011476","2420","1362"
"22882","20349","4","4000011477","2428","1417"
"22883","20349","1","476174","2429","1431"
"22884","20350","2","4000011478","3241","2252"
"22885","20350","1","476175","3233","2252"
"22886","20351","2","4000011479","3248","2265"
"22887","20351","1","476176","3263","2256"
"22888","20352","2","4000011487","3207","2261"
"22889","20352","1","476180","3235","2260"
"22892","20354","2","4000015494","3255","2321"
"22893","20354","1","471791","3266","2351"
"22894","20355","2","4000015499","3276","2325"
"22895","20355","1","471794","3269","2311"
"22896","20356","2","4000015501","3232","2149"
"22897","20356","1","471796","3245","2127"
"22898","20357","2","4000015504","3252","2140"
"22899","20357","1","471799","3288","2157"
"22900","20358","2","4000014268","2975","2313"
"22901","20358","1","469185","2939","2310"
"22902","20359","2","4000014269","3508","2265"
"22903","20359","1","469186","3531","2363"
"22904","20360","2","4000014270","3370","2136"
"22905","20360","1","469187","3396","2131"
"22906","20361","2","4000014271","3411","2300"
"22907","20361","1","469188","3388","2321"
"22908","20362","2","4000014272","3396","2265"
"22909","20362","1","469189","3375","2265"
"22910","20363","2","4000014274","2602","1685"
"22911","20363","3","4000014275","2583","1762"
"22912","20363","4","4000014276","2583","1797"
"22913","20363","1","469191","2615","1801"
"22914","20364","2","4000014277","3379","2157"
"22915","20364","1","469192","3383","2088"
"22916","20365","2","4000014278","2943","2341"
"22917","20365","1","469193","2932","2328"
"22918","20366","2","4000014279","2932","2330"
"22919","20366","1","469194","2932","2312"
"22920","20367","2","4000014280","2906","2321"
"22921","20367","1","469195","2909","2293"
"22922","20368","2","4000014670","2940","2312"
"22923","20368","1","469505","2930","2331"
"22924","20369","2","4000014671","3116","2084"
"22925","20369","3","4000014672","3129","2050"
"22926","20369","4","4000014673","3145","2188"
"22927","20369","1","469506","3150","2179"
"22928","20370","2","4000014806","2901","2287"
"22929","20370","1","469596","2892","2293"
"22930","20371","2","4000014807","2861","2266"
"22931","20371","1","469597","2893","2278"
"22932","20372","2","4000014808","3086","2058"
"22933","20372","3","4000014809","3084","2050"
"22934","20372","4","4000014810","3077","2160"
"22935","20372","1","469598","3078","2144"
"22936","20373","2","4000014811","3181","2282"
"22937","20373","1","469599","3207","2308"
"22938","20374","2","4000014812","3479","2340"
"22939","20374","1","469600","3499","2304"
"22940","20375","2","4000014813","3189","2299"
"22941","20375","1","469601","3190","2316"
"22942","20376","2","4000014816","2923","2307"
"22943","20376","1","469605","2890","2285"
"22944","20377","2","4000014817","2913","2289"
"22945","20377","1","469606","2902","2286"
"22946","20378","2","4000014818","3099","2080"
"22947","20378","3","4000014819","3100","2054"
"22948","20378","4","4000014820","3103","2166"
"22949","20378","1","469607","3112","2174"
"22950","20379","2","4000014823","2889","2285"
"22951","20379","1","469610","2923","2282"
"22952","20380","2","4000014824","3095","2062"
"22953","20380","3","4000014825","3094","2074"
"22954","20380","4","4000014826","3119","2187"
"22955","20380","1","469611","3099","2161"
"22956","20381","2","4000014829","2927","2309"
"22957","20381","1","469614","2922","2314"
"22958","20382","2","4000014831","3113","2076"
"22959","20382","3","4000014832","3129","2075"
"22960","20382","4","4000014833","3104","2174"
"22961","20382","1","469616","3121","2171"
"22962","20383","2","4000013437","3375","2248"
"22963","20383","1","471227","3377","2242"
"22964","20384","2","4000013438","3073","2075"
"22965","20384","3","4000013439","3091","2092"
"22966","20384","4","4000013440","3103","2170"
"22967","20384","1","471228","3090","2182"
"22968","20385","2","4000015008","2725","1994"
"22969","20385","1","469741","2708","1971"
"22970","20386","2","4000015009","2750","2021"
"22971","20386","1","469742","2706","1993"
"22972","20387","2","4000015010","3731","2464"
"22973","20387","3","4000015011","3701","2476"
"22974","20387","4","4000015012","3739","2589"
"22975","20387","1","469743","3715","2527"
"22976","20388","2","4000015013","3812","2546"
"22977","20388","1","469744","3819","2525"
"22978","20389","2","4000015037","3160","2248"
"22979","20389","3","4000015038","3145","2236"
"22980","20389","4","4000015039","3154","2310"
"22981","20389","1","469754","3183","2317"
"22982","20390","2","4000015040","3439","2305"
"22983","20390","1","469755","3430","2290"
"22984","20391","2","4000015041","3403","2277"
"22985","20391","1","469756","3418","2293"
"22988","20393","2","4000015043","3393","2283"
"22989","20393","1","469758","3434","2293"
"22990","20394","2","4000015047","2719","1576"
"22991","20394","3","4000015048","2733","1598"
"22992","20394","4","4000015049","2720","1762"
"22993","20394","1","469762","2721","1771"
"22994","20395","2","4000014902","3477","2295"
"22995","20395","1","469673","3460","2284"
"22996","20396","2","4000014516","3418","2359"
"22997","20396","1","469346","3426","2392"
"22998","20397","2","4000014517","3190","2050"
"22999","20397","3","4000014518","3157","2092"
"23000","20397","4","4000014519","3181","2286"
"23001","20397","1","469347","3193","2260"
"23002","20398","2","4000014520","2605","1693"
"23003","20398","3","4000014521","2605","1663"
"23004","20398","4","4000014522","2528","1771"
"23005","20398","1","469348","2581","1834"
"23006","20399","2","4000014523","3327","2110"
"23007","20399","1","469349","3353","2071"
"23008","20400","2","4000014212","2891","1797"
"23009","20400","3","4000014213","2892","1784"
"23010","20400","4","4000014214","2892","1915"
"23011","20400","1","469133","2899","1914"
"23012","20401","2","4000014215","3395","2160"
"23013","20401","1","469134","3406","2161"
"23014","20402","2","4000014216","3370","2140"
"23015","20402","1","469135","3387","2162"
"23016","20403","2","4000014217","2598","1695"
"23017","20403","3","4000014218","2582","1699"
"23018","20403","4","4000014219","2611","1838"
"23019","20403","1","469136","2616","1831"
"23020","20404","2","4000014220","2939","2338"
"23021","20404","1","469139","2940","2329"
"23022","20405","2","4000014222","2958","2307"
"23023","20405","1","469141","2939","2323"
"23024","20406","2","4000014228","3417","2303"
"23025","20406","1","469145","3391","2273"
"23026","20407","2","4000014231","3190","2132"
"23027","20407","3","4000014232","3162","2116"
"23028","20407","4","4000014233","3168","2209"
"23029","20407","1","469148","3159","2209"
"23030","20408","2","4000008782","3360","2139"
"23031","20408","1","466696","3386","2143"
"23032","20409","2","4000008783","2866","1808"
"23033","20409","3","4000008784","2909","1849"
"23034","20409","4","4000008785","2874","1936"
"23035","20409","1","466697","2851","1899"
"23036","20410","2","4000009599","3582","2441"
"23037","20410","1","467174","3596","2397"
"23038","20411","2","4000009601","3825","2536"
"23039","20411","3","4000009602","3799","2577"
"23040","20411","4","4000009603","3821","2572"
"23041","20411","1","467176","3850","2531"
"23042","20412","2","4000009610","3611","2403"
"23043","20412","1","467179","3590","2383"
"23044","20413","2","4000009611","3829","2520"
"23045","20413","3","4000009612","3826","2518"
"23046","20413","4","4000009613","3804","2540"
"23047","20413","1","467180","3814","2511"
"23048","20414","2","4000009638","3433","2280"
"23049","20414","1","467196","3417","2303"
"23050","20415","2","4000009639","3081","2150"
"23051","20415","1","467197","3087","2137"
"23052","20416","2","4000009640","3580","2399"
"23053","20416","1","467198","3584","2387"
"23054","20417","2","4000009641","3594","2402"
"23055","20417","1","467199","3572","2389"
"23056","20418","2","4000009642","3584","2314"
"23057","20418","3","4000009643","3581","2338"
"23058","20418","4","4000009644","3600","2376"
"23059","20418","1","467200","3614","2342"
"23060","20419","2","4000009645","3814","2388"
"23061","20419","3","4000009646","3819","2407"
"23062","20419","4","4000009647","3801","2442"
"23063","20419","1","467201","3843","2498"
"23064","20420","2","4000009652","3623","2402"
"23065","20420","1","467204","3595","2372"
"23066","20421","2","4000009653","3637","2403"
"23067","20421","1","467205","3601","2394"
"23068","20422","2","4000009497","3510","2284"
"23069","20422","3","4000009498","3503","2317"
"23070","20422","4","4000009499","3518","2298"
"23071","20422","1","467108","3520","2304"
"23072","20423","2","4000010585","3999","4268"
"23073","20423","1","468707","3957","4252"
"23074","20424","2","4000010586","4026","4351"
"23075","20424","1","468708","4060","4292"
"23076","20425","2","4000010588","3003","2010"
"23077","20425","1","468712","3012","2004"
"23078","20426","2","4000010591","2877","1953"
"23079","20426","1","468715","2834","1914"
"23080","20427","2","4000010592","3994","4298"
"23081","20427","1","468717","3950","4256"
"23082","20428","2","4000010593","3771","4356"
"23083","20428","1","468718","3810","4340"
"23084","20429","2","4000010594","3783","4469"
"23085","20429","1","468719","3817","4490"
"23086","20430","2","4000010595","3207","1972"
"23087","20430","1","468720","3188","1989"
"23088","20431","2","4000010598","3220","2249"
"23089","20431","1","468724","3246","2271"
"23090","20432","2","4000010153","2751","1891"
"23091","20432","1","468388","2771","1922"
"23092","20433","2","4000009654","3599","2413"
"23093","20433","1","467206","3522","2334"
"23094","20434","2","4000009914","3048","2113"
"23095","20434","1","468226","3034","2101"
"23096","20435","2","4000010154","3585","2400"
"23097","20435","1","468389","3611","2419"
"23100","20437","2","4000010156","3306","1878"
"23101","20437","1","468391","3292","1909"
"23102","20438","2","4000010160","2790","1943"
"23103","20438","1","468393","2794","1927"
"23104","20439","2","4000010161","2811","1947"
"23105","20439","1","468394","2794","1947"
"23106","20440","2","4000010162","2789","1918"
"23107","20440","1","468395","2794","1972"
"23108","20441","2","4000010164","3591","2388"
"23109","20441","1","468397","3579","2414"
"23112","20443","2","4000010193","2789","1895"
"23113","20443","1","468412","2781","1900"
"23114","20444","2","4000010203","3567","2401"
"23115","20444","1","468421","3587","2410"
"23116","20445","2","4000010204","3587","2391"
"23117","20445","1","468422","3598","2410"
"23118","20446","2","4000010205","3635","2348"
"23119","20446","3","4000010206","3608","2362"
"23120","20446","4","4000010207","3598","2381"
"23121","20446","1","468423","3594","2355"
"23122","20447","2","4000010210","3610","2414"
"23123","20447","1","468426","3574","2374"
"23124","20448","2","4000010211","3593","2401"
"23125","20448","1","468427","3603","2388"
"23126","20449","2","4000010212","3633","2362"
"23127","20449","3","4000010213","3598","2398"
"23128","20449","4","4000010214","3606","2359"
"23129","20449","1","468428","3585","2342"
"23130","20450","2","4000010218","3588","2377"
"23131","20450","3","4000010219","3590","2351"
"23132","20450","4","4000010220","3588","2376"
"23133","20450","1","468430","3601","2381"
"23134","20451","2","4000010793","3278","2639"
"23135","20451","1","468863","3215","2647"
"23136","20452","2","4000010388","3260","2235"
"23137","20452","1","468526","3260","2227"
"23138","20453","2","4000009655","3591","2414"
"23139","20453","1","467207","3593","2426"
"23140","20454","2","4000009656","3818","2433"
"23141","20454","3","4000009657","3826","2518"
"23142","20454","4","4000009658","3820","2531"
"23143","20454","1","467208","3814","2507"
"23144","20455","2","4000011154","3232","2261"
"23145","20455","1","469086","3240","2301"
"23146","20456","2","4000011155","3238","2317"
"23147","20456","1","469087","3231","2329"
"23148","20457","2","4000011156","3223","2276"
"23149","20457","1","469088","3248","2331"
"23150","20458","2","4000011157","4001","4274"
"23151","20458","1","469089","4004","4288"
"23152","20459","2","4000011158","3259","2656"
"23153","20459","1","469090","3219","2624"
"23154","20460","2","4000011159","3249","2646"
"23155","20460","1","469091","3254","2660"
"23156","20461","2","4000011160","3253","2636"
"23157","20461","1","469092","3289","2650"
"23158","20462","2","4000011164","3203","2277"
"23159","20462","1","469094","3229","2321"
"23160","20463","2","4000011165","3237","2270"
"23161","20463","1","469095","3210","2284"
"23162","20464","2","4000011170","3258","2641"
"23163","20464","1","469098","3244","2646"
"23164","20465","2","4000011171","3245","2643"
"23165","20465","1","469099","3246","2660"
"23166","20466","2","4000011172","3252","2646"
"23167","20466","1","469100","3215","2652"
"23168","20467","2","4000011173","3252","2279"
"23169","20467","1","469101","3245","2312"
"23170","20468","2","4000011174","3998","4258"
"23171","20468","1","469102","4004","4280"
"23172","20469","2","4000011182","3258","2292"
"23173","20469","1","469108","3249","2277"
"23174","20470","2","4000011183","3246","2291"
"23175","20470","1","469109","3256","2287"
"23176","20471","2","4000011184","3843","4388"
"23177","20471","1","469110","3842","4376"
"23178","20472","2","4000011185","3198","2282"
"23179","20472","1","469111","3211","2341"
"23180","20473","2","4000011186","3202","2259"
"23181","20473","1","469112","3210","2272"
"23182","20474","2","4000013477","3314","2278"
"23183","20474","1","471259","3297","2242"
"23184","20475","2","4000013478","3388","2248"
"23185","20475","1","471260","3405","2273"
"23186","20476","2","4000011349","4018","4316"
"23187","20476","1","476066","4006","4286"
"23188","20477","2","4000011229","3254","2634"
"23189","20477","1","475970","3257","2651"
"23192","20479","2","4000011352","3219","2686"
"23193","20479","1","476069","3246","2665"
"23194","20480","2","4000011353","3302","2673"
"23195","20480","1","476070","3254","2690"
"23196","20481","2","4000011354","3256","2635"
"23197","20481","1","476071","3248","2656"
"23198","20482","2","4000011355","3242","2315"
"23199","20482","1","476072","3224","2298"
"23200","20483","2","4000011356","3247","2300"
"23201","20483","1","476073","3223","2302"
"23202","20484","2","4000011357","4000","4298"
"23203","20484","1","476074","4054","4333"
"23204","20485","2","4000011359","3265","2677"
"23205","20485","1","476076","3245","2678"
"23206","20486","2","4000011360","3257","2642"
"23207","20486","1","476077","3259","2643"
"23208","20487","2","4000011361","3228","2639"
"23209","20487","1","476078","3249","2701"
"23210","20488","2","4000011362","3214","2271"
"23211","20488","1","476079","3266","2303"
"23212","20489","2","4000011363","3247","2267"
"23213","20489","1","476080","3245","2277"
"23214","20490","2","4000011364","4012","4352"
"23215","20490","1","476081","4006","4298"
"23216","20491","2","4000011365","3248","2671"
"23217","20491","1","476082","3258","2647"
"23218","20492","2","4000011366","3263","2617"
"23219","20492","1","476084","3241","2656"
"23220","20493","2","4000011367","3219","2305"
"23221","20493","1","476085","3213","2302"
"23222","20494","2","4000011368","4006","4286"
"23223","20494","1","476086","3988","4292"
"23224","20495","2","4000011488","3210","2255"
"23225","20495","1","476181","3228","2260"
"23226","20496","2","4000011230","3259","2591"
"23227","20496","1","475971","3248","2620"
"23228","20497","2","4000011231","3207","2291"
"23229","20497","1","475972","3198","2282"
"23230","20498","2","4000011232","3193","2272"
"23231","20498","1","475973","3197","2314"
"23232","20499","2","4000011233","3981","4255"
"23233","20499","1","475974","3991","4262"
"23234","20500","2","4000011234","4007","4256"
"23235","20500","1","475975","3992","4250"
"23236","20501","2","4000015506","3250","2348"
"23237","20501","1","471801","3267","2342"
"23238","20502","2","4000015507","3248","2155"
"23239","20502","1","471802","3259","2127"
"23240","20503","2","4000015510","3250","2308"
"23241","20503","1","471805","3260","2326"
"23242","20504","2","4000015511","3249","2153"
"23243","20504","1","471806","3263","2119"
"23244","20505","2","4000015516","3262","2349"
"23245","20505","1","471809","3259","2363"
"23246","20506","2","4000015517","3237","2150"
"23247","20506","1","471810","3297","2163"
"23248","20507","2","4000013525","2819","1827"
"23249","20507","1","471305","2850","1788"
"23250","20508","2","4000013528","3344","2317"
"23251","20508","1","471307","3340","2289"
"23252","20509","2","4000014527","3284","2071"
"23253","20509","1","469416","3293","2133"
"23254","20510","2","4000014529","4385","2699"
"23255","20510","1","469418","4410","2728"
"23256","20511","2","4000014530","2970","1874"
"23257","20511","3","4000014531","2940","1972"
"23258","20511","4","4000014532","3018","2055"
"23259","20511","1","469419","2991","2033"
"23260","20512","2","4000014533","2532","1676"
"23261","20512","3","4000014534","2571","1663"
"23262","20512","4","4000014535","2539","1791"
"23263","20512","1","469420","2566","1791"
"23264","20513","2","4000014536","3348","2141"
"23265","20513","1","469421","3344","2114"
"23266","20514","2","4000014540","3086","2119"
"23267","20514","3","4000014541","3104","2127"
"23268","20514","4","4000014542","3093","2193"
"23269","20514","1","469425","3121","2205"
"23270","20515","2","4000014543","3343","2273"
"23271","20515","1","469426","3360","2294"
"23272","20516","2","4000014675","3425","2189"
"23273","20516","1","469508","3434","2184"
"23274","20517","2","4000014676","3449","2166"
"23275","20517","1","469509","3398","2140"
"23276","20518","2","4000014682","3022","1910"
"23277","20518","3","4000014683","2955","1887"
"23278","20518","4","4000014684","2999","2024"
"23279","20518","1","469513","3025","2040"
"23280","20519","2","4000014685","2609","1693"
"23281","20519","3","4000014686","2605","1693"
"23282","20519","4","4000014687","2605","1831"
"23283","20519","1","469514","2605","1830"
"23284","20520","2","4000014688","3435","2175"
"23285","20520","1","469515","3431","2208"
"23286","20521","2","4000014689","3421","2193"
"23287","20521","1","469516","3422","2179"
"23288","20522","2","4000014690","2965","2338"
"23289","20522","1","469517","2961","2323"
"23290","20523","2","4000014691","2983","2348"
"23291","20523","1","469518","2957","2325"
"23294","20525","2","4000014713","3362","2144"
"23295","20525","1","469522","3319","2119"
"23296","20526","2","4000014714","2949","2317"
"23297","20526","1","469523","2971","2321"
"23298","20527","2","4000014715","2927","2333"
"23299","20527","1","469524","2957","2325"
"23300","20528","2","4000014234","3132","2137"
"23301","20528","3","4000014235","3087","2123"
"23302","20528","4","4000014236","3115","2242"
"23303","20528","1","469149","3099","2200"
"23304","20529","2","4000014579","2820","1766"
"23305","20529","3","4000014580","2824","1788"
"23306","20529","4","4000014581","2848","1904"
"23307","20529","1","469447","2841","1908"
"23308","20530","2","4000014582","2558","1607"
"23309","20530","3","4000014583","2544","1663"
"23310","20530","4","4000014584","2540","1786"
"23311","20530","1","469448","2548","1772"
"23312","20531","2","4000014586","3491","2325"
"23313","20531","1","469450","3491","2319"
"23314","20532","2","4000014332","3387","2136"
"23315","20532","1","469225","3409","2162"
"23316","20533","2","4000014333","2936","1873"
"23317","20533","3","4000014334","2944","1878"
"23318","20533","4","4000014335","2989","1998"
"23319","20533","1","469226","2970","2015"
"23320","20534","2","4000014336","2931","2317"
"23321","20534","1","469227","2947","2324"
"23322","20535","2","4000014337","2921","2315"
"23323","20535","1","469228","2936","2337"
"23324","20536","2","4000014338","3533","2333"
"23325","20536","1","469229","3565","2334"
"23326","20537","2","4000014373","2601","1706"
"23327","20537","3","4000014374","2553","1664"
"23328","20537","4","4000014375","2608","1813"
"23329","20537","1","469234","2625","1818"
"23330","20538","2","4000014765","3211","2322"
"23331","20538","1","469565","3215","2315"
"23332","20539","2","4000014768","3198","2307"
"23333","20539","1","469568","3228","2325"
"23334","20540","2","4000014776","3237","2338"
"23335","20540","1","469570","3220","2330"
"23336","20541","2","4000014777","3026","1852"
"23337","20541","1","469571","3047","1848"
"23338","20542","2","4000014778","3064","2048"
"23339","20542","3","4000014779","3083","2038"
"23340","20542","4","4000014780","3064","2144"
"23341","20542","1","469572","3065","2135"
"23342","20543","2","4000014781","2891","2274"
"23343","20543","1","469573","2889","2286"
"23344","20544","2","4000014782","2893","2282"
"23345","20544","1","469574","2867","2252"
"23346","20545","2","4000014784","2953","2094"
"23347","20545","1","469576","2965","2071"
"23348","20546","2","4000014785","2605","1882"
"23349","20546","1","469577","2590","1869"
"23350","20547","2","4000014786","3154","2299"
"23351","20547","1","469578","3172","2282"
"23352","20548","2","4000014787","3479","2301"
"23353","20548","1","469579","3487","2312"
"23354","20549","2","4000014903","3450","2280"
"23355","20549","1","469674","3413","2280"
"23356","20550","2","4000014904","2714","1718"
"23357","20550","3","4000014905","2695","1699"
"23358","20550","4","4000014906","2708","1766"
"23359","20550","1","469675","2724","1774"
"23360","20551","2","4000014907","3137","2134"
"23361","20551","3","4000014908","3129","2115"
"23362","20551","4","4000014909","3164","2224"
"23363","20551","1","469676","3163","2234"
"23364","20552","2","4000014910","3426","2317"
"23365","20552","1","469677","3407","2321"
"23366","20553","2","4000014911","3430","2299"
"23367","20553","1","469678","3420","2291"
"23368","20554","2","4000014912","2676","1941"
"23369","20554","1","469679","2669","1938"
"23370","20555","2","4000014920","3400","2312"
"23371","20555","1","469681","3418","2333"
"23372","20556","2","4000014921","2691","1689"
"23373","20556","3","4000014922","2693","1676"
"23374","20556","4","4000014923","2725","1762"
"23375","20556","1","469682","2706","1775"
"23376","20557","2","4000014924","3133","2072"
"23377","20557","3","4000014925","3085","2059"
"23378","20557","4","4000014926","3147","2236"
"23379","20557","1","469683","3160","2219"
"23380","20558","1","469684","3362","2294"
"23381","20559","1","469685","3434","2289"
"23382","20560","2","4000009500","3596","2406"
"23383","20560","1","467109","3602","2386"
"23384","20561","2","4000009501","3596","2386"
"23385","20561","1","467110","3593","2384"
"23386","20562","2","4000009502","3816","2501"
"23387","20562","3","4000009503","3772","2511"
"23388","20562","4","4000009504","3816","2531"
"23389","20562","1","467111","3792","2475"
"23390","20563","2","4000009512","3575","2369"
"23391","20563","1","467115","3618","2407"
"23392","20564","2","4000009513","3604","2405"
"23393","20564","1","467116","3607","2372"
"23394","20565","2","4000009514","3809","2503"
"23395","20565","3","4000009515","3813","2494"
"23396","20565","4","4000009516","3915","2595"
"23397","20565","1","467117","3904","2604"
"23398","20566","2","4000009517","3558","2377"
"23399","20566","1","467118","3568","2377"
"23400","20567","2","4000009521","3516","2295"
"23401","20567","1","467120","3525","2299"
"23402","20568","2","4000009522","3525","2304"
"23403","20568","1","467121","3493","2322"
"23404","20569","2","4000009523","3518","2321"
"23405","20569","3","4000009524","3517","2317"
"23406","20569","4","4000009525","3482","2315"
"23407","20569","1","467122","3520","2306"
"23408","20570","2","4000009537","3852","2627"
"23409","20570","1","467130","3840","2621"
"23410","20571","2","4000009539","3561","2391"
"23411","20571","1","467136","3604","2389"
"23412","20572","2","4000009659","3547","2186"
"23413","20572","3","4000009660","3620","2346"
"23414","20572","4","4000009661","3580","2352"
"23415","20572","1","467209","3599","2361"
"23416","20573","2","4000009662","3593","2415"
"23417","20573","1","467210","3606","2422"
"23418","20574","2","4000009663","3582","2404"
"23419","20574","1","467211","3588","2382"
"23420","20575","2","4000009664","3111","2163"
"23421","20575","1","467213","3122","2150"
"23422","20576","2","4000009665","3430","2291"
"23423","20576","1","467214","3438","2284"
"23424","20577","2","4000009680","3568","2391"
"23425","20577","1","467220","3591","2406"
"23426","20578","2","4000009683","3589","2416"
"23427","20578","1","467223","3592","2389"
"23428","20579","2","4000009684","3591","2338"
"23429","20579","3","4000009685","3578","2327"
"23430","20579","4","4000009686","3566","2361"
"23431","20579","1","467224","3555","2351"
"23432","20580","2","4000009687","3598","2397"
"23433","20580","1","467225","3579","2387"
"23434","20581","2","4000009688","3606","2390"
"23435","20581","1","467226","3581","2389"
"23436","20582","2","4000009695","3432","2292"
"23437","20582","1","467229","3447","2298"
"23438","20583","2","4000009696","3429","2301"
"23439","20583","1","467230","3427","2309"
"23440","20584","2","4000010469","3262","2273"
"23441","20584","1","468610","3241","2269"
"23442","20585","2","4000009915","2866","1869"
"23443","20585","1","468227","2871","1862"
"23444","20586","2","4000009927","3579","2272"
"23445","20586","3","4000009928","3595","2280"
"23446","20586","4","4000009929","3624","2402"
"23447","20586","1","468240","3588","2367"
"23448","20587","2","4000009940","3594","2415"
"23449","20587","1","468244","3586","2360"
"23450","20588","2","4000009941","3647","2415"
"23451","20588","1","468245","3594","2406"
"23452","20589","2","4000009942","3848","2368"
"23453","20589","3","4000009943","3865","2331"
"23454","20589","4","4000009944","3839","2561"
"23455","20589","1","468246","3842","2490"
"23456","20590","2","4000009945","3638","2407"
"23457","20590","1","468247","3607","2407"
"23458","20591","2","4000009946","3639","2316"
"23459","20591","3","4000009947","3605","2254"
"23460","20591","4","4000009948","3614","2380"
"23461","20591","1","468248","3620","2393"
"23462","20592","2","4000009949","3620","2441"
"23463","20592","1","468250","3590","2437"
"23464","20593","2","4000009950","3633","2446"
"23465","20593","1","468251","3618","2411"
"23466","20594","2","4000009951","3624","2402"
"23467","20594","1","468252","3620","2395"
"23468","20595","2","4000009959","3571","2366"
"23469","20595","1","468256","3537","2304"
"23470","20596","2","4000009963","3568","2339"
"23471","20596","1","468258","3551","2338"
"23472","20597","2","4000010603","3184","1970"
"23473","20597","1","468729","3177","1974"
"23474","20598","2","4000010794","3254","2645"
"23475","20598","1","468864","3269","2653"
"23476","20599","2","4000010795","3512","2110"
"23477","20599","1","468865","3548","2133"
"23478","20600","2","4000010820","3160","2054"
"23479","20600","3","4000010821","3186","2073"
"23480","20600","4","4000010822","3132","2177"
"23481","20600","1","468874","3159","2187"
"23482","20601","2","4000010867","3960","4537"
"23483","20601","1","468886","3981","4520"
"23484","20602","2","4000010872","4020","4406"
"23485","20602","1","468891","4016","4334"
"23486","20603","2","4000010873","3241","2631"
"23487","20603","1","468892","3229","2613"
"23488","20604","2","4000010874","3272","2649"
"23489","20604","1","468893","3236","2640"
